hcp_id,hcp_name,specialty,segment,territory,region,total_prescriptions,total_units_dispensed,average_monthly_prescriptions,active_months,product_breadth,total_calls,total_samples_received,average_call_duration,called_product_breadth,last_call_date,prescriptions_per_call,days_since_last_call,no_call_flag,recent_3m_units,previous_3m_units,recent_growth_pct,cluster_id,hcp_segment,segment_strategy,prescription_momentum,efficiency_for_scoring,value_score,momentum_score,low_call_score,recency_gap_score,undercoverage_score,efficiency_score,breadth_score,opportunity_score,segment_priority_rank,segment_score_percentile,priority_tier,recommended_action
H0445,Dr. HCP_0445,Endocrinologist,C,North-1,North,117,4597,11.7,10,5,59,253,22.25,5,2026-03-24,1.98,7,0,1116,1574,-29.1,0,Established High-Value,Maintain engagement and protect existing value,-0.34360875219053266,1.98,0.784,0.182,0.04600000000000004,0.399,0.22250000000000003,0.256,0.638,42.94,131,0.18404907975460122,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0446,Dr. HCP_0446,Neurologist,C,West-2,West,23,909,2.3,8,5,21,84,20.71,5,2026-03-29,1.1,2,0,212,113,87.61,1,Emerging Growth,Nurture growth through targeted follow-ups,0.6250937173149298,1.1,0.192,0.92,0.43400000000000005,0.158,0.29600000000000004,0.049,0.638,38.68,149,0.235,Low Priority,Monitor growth before increasing field engagement
H0447,Dr. HCP_0447,Pulmonologist,C,East-2,East,48,1874,4.8,10,5,23,68,22.7,5,2026-03-29,2.09,2,0,818,517,58.22,1,Emerging Growth,Nurture growth through targeted follow-ups,0.458108841593587,2.09,0.404,0.862,0.396,0.158,0.277,0.272,0.638,46.74,93,0.5225,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0448,Dr. HCP_0448,Oncologist,C,West-1,West,18,771,1.8,9,4,19,59,19.79,4,2026-03-28,0.95,3,0,352,141,149.65,1,Emerging Growth,Nurture growth through targeted follow-ups,0.9106409993320357,0.95,0.154,0.97,0.46499999999999997,0.212,0.33849999999999997,0.027,0.213,35.02,163,0.165,Low Priority,Monitor growth before increasing field engagement
H0449,Dr. HCP_0449,Cardiologist,B,Central-2,Central,65,2670,6.5,10,5,19,66,18.47,5,2026-03-30,3.42,1,0,572,963,-40.6,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.5202055778958057,3.42,0.576,0.104,0.46499999999999997,0.092,0.27849999999999997,0.438,0.638,39.27,147,0.245,Low Priority,Monitor growth before increasing field engagement
H0450,Dr. HCP_0450,Pulmonologist,A,North-2,North,137,5464,13.7,10,5,22,79,22.0,5,2026-03-31,6.23,0,0,1996,1849,7.95,2,Efficient High-Value,Prioritize selective engagement and expansion,0.07646041534344494,6.23,0.862,0.576,0.41400000000000003,0.029,0.22150000000000003,0.852,0.638,62.08,45,0.4567901234567901,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0451,Dr. HCP_0451,General Physician,C,Central-1,Central,55,2201,5.5,10,5,49,169,19.59,5,2026-03-29,1.12,2,0,545,868,-37.21,0,Established High-Value,Maintain engagement and protect existing value,-0.464724149520487,1.12,0.48,0.124,0.10099999999999998,0.158,0.1295,0.054,0.638,27.31,158,0.012269938650306749,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0452,Dr. HCP_0452,Pulmonologist,B,East-1,East,2,68,0.2,2,1,0,0,0.0,0,,,304,1,40,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,3.713572066704308,3.45,0.048,0.996,0.943,0.945,0.944,0.501,0.054,53.02,9,0.8571428571428571,High Priority,Validate prescribing potential and consider initiating outreach
H0453,Dr. HCP_0453,Cardiologist,B,East-2,East,56,2549,5.6,10,4,12,50,16.92,4,2026-03-07,4.67,24,0,872,694,25.65,1,Emerging Growth,Nurture growth through targeted follow-ups,0.22802371027480994,4.67,0.544,0.702,0.69,0.716,0.703,0.744,0.213,61.22,20,0.9,High Priority,Prioritize targeted follow-ups to support continued growth
H0454,Dr. HCP_0454,Pulmonologist,C,East-2,East,29,1096,2.9,9,4,18,76,19.11,5,2026-03-10,1.61,21,0,247,268,-7.84,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.0812826334368566,1.61,0.236,0.398,0.492,0.672,0.5820000000000001,0.168,0.213,34.24,166,0.15,Low Priority,Monitor growth before increasing field engagement
H0455,Dr. HCP_0455,Neurologist,A,South-1,South,54,2117,5.4,10,5,10,51,20.6,5,2026-03-30,5.4,1,0,530,581,-8.78,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.0917084264894994,5.4,0.462,0.39,0.74,0.092,0.416,0.813,0.638,50.64,66,0.665,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0456,Dr. HCP_0456,Neurologist,B,East-1,East,7,304,0.7,2,3,0,0,0.0,0,,,304,1,59,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,4.0943445622221,3.45,0.092,0.998,0.943,0.945,0.944,0.501,0.13,55.14,1,1.0,High Priority,Validate prescribing potential and consider initiating outreach
H0457,Dr. HCP_0457,Endocrinologist,A,East-2,East,53,2206,5.3,10,5,8,43,19.38,5,2026-01-25,6.63,65,0,687,561,22.46,2,Efficient High-Value,Prioritize selective engagement and expansion,0.20228698803965273,6.63,0.482,0.684,0.787,0.849,0.8180000000000001,0.863,0.638,67.91,27,0.6790123456790124,Medium Priority,Review for incremental engagement without excessive call frequency
H0458,Dr. HCP_0458,Neurologist,B,West-1,West,53,1953,5.3,10,5,11,39,19.64,5,2026-02-25,4.82,34,0,729,631,15.53,1,Emerging Growth,Nurture growth through targeted follow-ups,0.14415513999557916,4.82,0.42,0.644,0.716,0.78,0.748,0.766,0.638,62.05,17,0.915,High Priority,Prioritize targeted follow-ups to support continued growth
H0459,Dr. HCP_0459,Pulmonologist,A,North-1,North,184,7937,18.4,10,5,16,62,22.31,5,2026-03-27,11.5,4,0,2343,2574,-8.97,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.0939906624009339,11.5,0.962,0.384,0.5489999999999999,0.262,0.40549999999999997,0.98,0.638,67.76,28,0.6666666666666666,Medium Priority,Review for incremental engagement without excessive call frequency
H0460,Dr. HCP_0460,Endocrinologist,A,South-1,South,108,4348,10.8,10,5,14,44,22.43,5,2026-03-30,7.71,1,0,1208,1669,-27.62,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.3230300547960079,7.71,0.77,0.202,0.615,0.092,0.3535,0.906,0.638,55.95,62,0.2222222222222222,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0461,Dr. HCP_0461,Endocrinologist,A,West-2,West,22,840,2.2,9,3,4,15,22.25,2,2026-03-26,5.5,5,0,259,205,26.34,1,Emerging Growth,Nurture growth through targeted follow-ups,0.23280546222594634,5.5,0.176,0.704,0.859,0.311,0.585,0.82,0.13,47.58,86,0.56,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0462,Dr. HCP_0462,Endocrinologist,B,South-1,South,70,2707,7.0,10,5,21,84,19.24,5,2026-03-27,3.33,4,0,847,824,2.79,1,Emerging Growth,Nurture growth through targeted follow-ups,0.027497249457222317,3.33,0.58,0.542,0.43400000000000005,0.262,0.34800000000000003,0.419,0.638,49.6,72,0.635,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0463,Dr. HCP_0463,Cardiologist,C,East-1,East,4,185,0.4,3,2,0,0,0.0,0,,,304,1,75,110,-31.82,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-0.37879686102600285,3.45,0.072,0.162,0.943,0.945,0.944,0.501,0.092,37.43,21,0.375,Low Priority,Deprioritize until meaningful prescription activity appears
H0464,Dr. HCP_0464,Neurologist,B,East-2,East,48,2176,4.8,10,4,12,50,21.25,5,2026-03-25,4.0,6,0,403,863,-53.3,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.7601578908429047,4.0,0.476,0.064,0.69,0.356,0.5229999999999999,0.665,0.213,40.74,137,0.295,Low Priority,Monitor growth before increasing field engagement
H0465,Dr. HCP_0465,Oncologist,C,Central-2,Central,19,766,1.9,10,4,14,54,17.64,5,2026-03-04,1.36,27,0,272,206,32.04,1,Emerging Growth,Nurture growth through targeted follow-ups,0.27675300191959096,1.36,0.152,0.75,0.615,0.746,0.6805,0.114,0.213,40.41,138,0.29,Low Priority,Monitor growth before increasing field engagement
H0466,Dr. HCP_0466,Endocrinologist,B,South-1,South,82,3225,8.2,10,5,26,115,22.92,5,2026-03-20,3.15,11,0,982,1143,-14.09,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.15167705179257673,3.15,0.656,0.326,0.349,0.5,0.4245,0.384,0.638,48.95,77,0.605,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0467,Dr. HCP_0467,Cardiologist,B,West-2,West,71,2823,7.1,10,5,18,78,21.56,5,2026-03-28,3.94,3,0,672,886,-24.15,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.27609965266485137,3.94,0.594,0.236,0.492,0.212,0.352,0.656,0.638,47.56,87,0.555,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0468,Dr. HCP_0468,General Physician,C,East-2,East,24,1026,2.4,10,4,18,65,19.78,5,2026-03-19,1.33,12,0,401,256,56.64,1,Emerging Growth,Nurture growth through targeted follow-ups,0.44737600372380104,1.33,0.214,0.852,0.492,0.532,0.512,0.108,0.213,40.01,141,0.275,Low Priority,Monitor growth before increasing field engagement
H0469,Dr. HCP_0469,Neurologist,B,West-2,West,35,1407,3.5,10,5,12,44,16.67,5,2026-03-26,2.92,5,0,440,482,-8.71,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.09097177820572622,2.92,0.305,0.392,0.69,0.311,0.5005,0.355,0.638,41.21,134,0.31,Low Priority,Monitor growth before increasing field engagement
H0470,Dr. HCP_0470,Endocrinologist,C,West-2,West,41,1499,4.1,10,5,26,100,19.54,5,2026-02-27,1.58,32,0,517,442,16.97,1,Emerging Growth,Nurture growth through targeted follow-ups,0.15640547221434709,1.58,0.324,0.65,0.349,0.769,0.5589999999999999,0.158,0.638,45.44,100,0.48,Low Priority,Monitor growth before increasing field engagement
H0471,Dr. HCP_0471,Oncologist,A,East-1,East,12,497,1.2,9,3,0,0,0.0,0,,,304,1,143,213,-32.86,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-0.39616271544585047,3.45,0.114,0.152,0.943,0.945,0.944,0.501,0.13,38.88,20,0.39285714285714285,Low Priority,Deprioritize until meaningful prescription activity appears
H0472,Dr. HCP_0472,General Physician,C,East-2,East,18,702,1.8,8,5,17,84,18.47,5,2026-03-19,1.06,12,0,318,41,675.61,1,Emerging Growth,Nurture growth through targeted follow-ups,2.027521484501476,1.06,0.138,0.988,0.522,0.532,0.527,0.04,0.638,44.06,113,0.415,Low Priority,Monitor growth before increasing field engagement
H0473,Dr. HCP_0473,Pulmonologist,A,West-2,West,30,1386,3.0,9,4,7,30,21.57,3,2026-02-15,4.29,44,0,748,277,170.04,1,Emerging Growth,Nurture growth through targeted follow-ups,0.9911178698265823,4.29,0.296,0.976,0.815,0.81,0.8125,0.715,0.213,61.57,18,0.91,High Priority,Prioritize targeted follow-ups to support continued growth
H0474,Dr. HCP_0474,Neurologist,C,Central-1,Central,52,2016,5.2,10,5,41,153,20.37,5,2026-03-31,1.27,0,0,901,635,41.89,0,Established High-Value,Maintain engagement and protect existing value,0.3494159567225017,1.27,0.44,0.808,0.16400000000000003,0.029,0.09650000000000002,0.093,0.638,39.55,141,0.12269938650306748,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0475,Dr. HCP_0475,Endocrinologist,B,South-1,South,71,2858,7.1,10,5,25,134,19.28,5,2026-03-27,2.84,4,0,856,946,-9.51,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.09986117458829824,2.84,0.602,0.376,0.364,0.262,0.313,0.344,0.638,44.94,105,0.455,Low Priority,Monitor growth before increasing field engagement
H0476,Dr. HCP_0476,Cardiologist,C,East-1,East,8,379,0.8,7,2,0,0,0.0,0,,,304,1,165,89,85.39,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.6121781180262786,3.45,0.104,0.916,0.943,0.945,0.944,0.501,0.092,53.47,7,0.8928571428571429,High Priority,Validate prescribing potential and consider initiating outreach
H0477,Dr. HCP_0477,Neurologist,A,East-2,East,62,2551,6.2,10,4,5,24,24.8,3,2026-03-17,12.4,14,0,1005,623,61.32,2,Efficient High-Value,Prioritize selective engagement and expansion,0.47758698229025676,12.4,0.546,0.87,0.846,0.582,0.714,0.988,0.213,68.58,24,0.7160493827160493,Medium Priority,Review for incremental engagement without excessive call frequency
H0478,Dr. HCP_0478,Cardiologist,B,Central-1,Central,148,6008,14.8,10,5,32,112,18.09,5,2026-03-25,4.63,6,0,1431,1895,-24.49,0,Established High-Value,Maintain engagement and protect existing value,-0.2806743352943757,4.63,0.904,0.23,0.269,0.356,0.3125,0.739,0.638,57.0,53,0.6809815950920245,Medium Priority,Continue the current engagement cadence
H0479,Dr. HCP_0479,Endocrinologist,C,North-2,North,63,2553,6.3,10,5,55,221,18.45,5,2026-03-22,1.15,9,0,833,603,38.14,0,Established High-Value,Maintain engagement and protect existing value,0.3226592044239318,1.15,0.548,0.792,0.06699999999999995,0.454,0.26049999999999995,0.06,0.638,46.07,112,0.3006134969325153,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0480,Dr. HCP_0480,Neurologist,B,West-2,West,49,1865,4.9,10,5,14,50,21.71,5,2026-03-20,3.5,11,0,532,739,-28.01,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.32812876203237096,3.5,0.4,0.196,0.615,0.5,0.5575,0.563,0.638,44.68,108,0.44,Low Priority,Monitor growth before increasing field engagement
H0481,Dr. HCP_0481,Cardiologist,B,West-1,West,56,2434,5.6,10,5,20,58,19.4,5,2026-03-31,2.8,0,0,566,895,-36.76,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.45758110924717865,2.8,0.52,0.13,0.44799999999999995,0.029,0.2385,0.338,0.638,35.61,160,0.18,Low Priority,Monitor growth before increasing field engagement
H0482,Dr. HCP_0482,Pulmonologist,B,West-2,West,91,3419,9.1,10,5,18,60,18.67,5,2026-03-23,5.06,8,0,940,801,17.35,1,Emerging Growth,Nurture growth through targeted follow-ups,0.15983453171886453,5.06,0.684,0.656,0.492,0.431,0.4615,0.782,0.638,63.29,14,0.935,High Priority,Prioritize targeted follow-ups to support continued growth
H0483,Dr. HCP_0483,Cardiologist,B,West-1,West,57,2068,5.7,10,4,15,50,18.73,5,2026-03-20,3.8,11,0,639,632,1.11,1,Emerging Growth,Nurture growth through targeted follow-ups,0.010997754209541633,3.8,0.446,0.52,0.577,0.5,0.5385,0.621,0.213,48.69,82,0.58,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0484,Dr. HCP_0484,Pulmonologist,B,Central-1,Central,116,4870,11.6,10,5,30,114,19.6,5,2026-03-27,3.87,4,0,1892,1342,40.98,0,Established High-Value,Maintain engagement and protect existing value,0.3432569546860851,3.87,0.81,0.806,0.29700000000000004,0.262,0.2795,0.638,0.638,63.36,23,0.8650306748466258,High Priority,Protect existing value and maintain consistent engagement
H0485,Dr. HCP_0485,Cardiologist,B,West-1,West,35,1489,3.5,10,5,9,36,23.44,4,2026-01-25,3.89,65,0,527,268,96.64,1,Emerging Growth,Nurture growth through targeted follow-ups,0.6743849041044223,3.89,0.32,0.934,0.762,0.849,0.8055,0.643,0.638,64.44,10,0.955,High Priority,Prioritize targeted follow-ups to support continued growth
H0486,Dr. HCP_0486,Cardiologist,C,South-2,South,138,5747,13.8,10,5,88,297,19.84,5,2026-03-29,1.57,2,0,1646,1815,-9.31,0,Established High-Value,Maintain engagement and protect existing value,-0.09768082898359776,1.57,0.884,0.378,0.0,0.158,0.079,0.156,0.638,44.78,121,0.24539877300613497,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0487,Dr. HCP_0487,General Physician,A,North-2,North,97,4140,9.7,10,5,24,117,20.63,5,2026-03-30,4.04,1,0,1001,1379,-27.41,0,Established High-Value,Maintain engagement and protect existing value,-0.32008549650644014,4.04,0.754,0.206,0.38,0.092,0.236,0.672,0.638,49.1,99,0.3803680981595092,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0488,Dr. HCP_0488,Endocrinologist,B,South-1,South,66,2526,6.6,10,5,22,105,24.23,5,2026-03-30,3.0,1,0,936,832,12.5,1,Emerging Growth,Nurture growth through targeted follow-ups,0.11764964007157896,3.0,0.542,0.63,0.41400000000000003,0.092,0.253,0.362,0.638,47.0,91,0.535,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0489,Dr. HCP_0489,Oncologist,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0490,Dr. HCP_0490,Oncologist,C,West-2,West,58,2351,5.8,10,5,27,126,19.0,5,2026-03-26,2.15,5,0,818,547,49.54,1,Emerging Growth,Nurture growth through targeted follow-ups,0.4018087969050539,2.15,0.5,0.84,0.33599999999999997,0.311,0.3235,0.277,0.638,50.42,69,0.65,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0491,Dr. HCP_0491,Cardiologist,B,North-2,North,110,4425,11.0,10,5,38,146,16.97,5,2026-03-19,2.89,12,0,1343,1476,-9.01,0,Established High-Value,Maintain engagement and protect existing value,-0.09436276144828515,2.89,0.778,0.382,0.20299999999999996,0.532,0.3675,0.35,0.638,51.8,81,0.5030674846625767,Medium Priority,Continue the current engagement cadence
H0492,Dr. HCP_0492,Endocrinologist,B,South-2,South,213,8284,21.3,10,5,51,204,20.75,5,2026-03-20,4.18,11,0,1955,2881,-32.14,0,Established High-Value,Maintain engagement and protect existing value,-0.387582925964705,4.18,0.968,0.154,0.08899999999999997,0.5,0.2945,0.702,0.638,56.39,59,0.6411042944785276,Medium Priority,Continue the current engagement cadence
H0493,Dr. HCP_0493,Pulmonologist,B,North-2,North,129,5274,12.9,10,5,35,143,21.17,5,2026-03-22,3.69,9,0,1588,1324,19.94,0,Established High-Value,Maintain engagement and protect existing value,0.18169242811639386,3.69,0.852,0.668,0.23399999999999999,0.454,0.344,0.597,0.638,62.86,26,0.8466257668711656,High Priority,Protect existing value and maintain consistent engagement
H0494,Dr. HCP_0494,Cardiologist,A,East-1,East,1,22,0.1,1,1,0,0,0.0,0,,,304,1,0,22,-100.0,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-3.1354942159291497,3.45,0.037,0.017,0.943,0.945,0.944,0.501,0.054,33.11,39,0.044642857142857144,Low Priority,Deprioritize until meaningful prescription activity appears
H0495,Dr. HCP_0495,Oncologist,B,South-2,South,130,5446,13.0,10,5,37,150,19.32,5,2026-03-25,3.51,6,0,949,1877,-49.44,0,Established High-Value,Maintain engagement and protect existing value,-0.6815006751736217,3.51,0.86,0.07,0.21599999999999997,0.356,0.286,0.568,0.638,49.25,96,0.3987730061349693,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0496,Dr. HCP_0496,Cardiologist,B,North-2,North,190,7955,19.0,10,5,44,145,18.11,5,2026-03-29,4.32,2,0,2308,2590,-10.89,0,Established High-Value,Maintain engagement and protect existing value,-0.11522937120761423,4.32,0.964,0.352,0.133,0.158,0.14550000000000002,0.722,0.638,56.81,55,0.6687116564417178,Medium Priority,Continue the current engagement cadence
H0497,Dr. HCP_0497,Neurologist,B,Central-2,Central,27,1088,2.7,10,4,10,36,19.1,4,2026-01-24,2.7,66,0,330,250,32.0,1,Emerging Growth,Nurture growth through targeted follow-ups,0.2766654362452794,2.7,0.232,0.748,0.74,0.854,0.7969999999999999,0.322,0.213,48.8,78,0.6,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0498,Dr. HCP_0498,Neurologist,A,Central-1,Central,99,3910,9.9,10,5,15,58,17.93,5,2026-03-06,6.6,25,0,1108,946,17.12,2,Efficient High-Value,Prioritize selective engagement and expansion,0.15791489416428917,6.6,0.734,0.654,0.577,0.727,0.6519999999999999,0.859,0.638,70.67,16,0.8148148148148148,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0499,Dr. HCP_0499,Pulmonologist,C,South-1,South,90,3591,9.0,10,5,45,151,19.38,5,2026-03-30,2.0,1,0,1367,835,63.71,0,Established High-Value,Maintain engagement and protect existing value,0.49247648509779385,2.0,0.702,0.879,0.124,0.092,0.108,0.26,0.638,51.62,83,0.48773006134969327,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0500,Dr. HCP_0500,Neurologist,C,North-1,North,47,2102,4.7,10,5,50,210,19.26,5,2026-03-28,0.94,3,0,726,296,145.27,0,Established High-Value,Maintain engagement and protect existing value,0.8951943387308194,0.94,0.458,0.966,0.09399999999999997,0.212,0.15299999999999997,0.022,0.638,43.6,128,0.20245398773006135,Low Priority,Avoid over-servicing and monitor for meaningful changes
